symbol,price,high_52w,low_52w,last_fetched,industry,market_cap,pe_ratio,pe_forward,pb_ratio,eps,eps_forward,roe,roa,profit_margin,operating_margin,revenue,revenue_per_share,ebitda,ev_ebitda,earningsGrowth,revenue_growth,beta_av,analyst_target,analyst_strong_buy,analyst_buy,analyst_hold,analyst_sell,analyst_strong_sell,shares_outstanding,dividend_yield,peg_ratio,ev_revenue,book_value,company,sector,pe_score,pb_score,roe_score,margin_score,analyst_total,analyst_score,analyst_upside,fundamental_score,price_now,price_1m,price_3m,price_6m,price_1y,ret_1m,ret_3m,ret_6m,ret_1y,ma20,ma50,ma200,rsi14,macd_line,macd_signal,macd_hist,bb_upper,bb_lower,bb_pct,vol_annual,avg_vol_30,beta,spy_mean_daily,mean_daily_ret,mean_daily_alpha,sd_daily_alpha,days_in_pull,today_alpha,jensen_alpha_ann,tracking_error,info_ratio,above_ma20,above_ma50,above_ma200,golden_cross,rsi_zone,macd_bullish,trend_score,rsi_score,ret3m_score,ret6m_score,macd_score,momentum_score,days_tracked,cum_alpha_all,alpha_30d,alpha_63d,alpha_hit_rate,hist_mean_alpha,hist_sd_alpha,hist_alpha_ann,hist_ir,confidence_weight,alpha_streak,squeeze_score,squeeze_tier,short_percent_float,short_ratio,short_trend,fundamentals_improving,short_float_pct,improvement_count,put_call_ratio,put_call_oi,options_volume,avg_iv,options_score,options_sentiment,above_vwap,squeeze_poly,debt_equity_poly,revenue_poly,gross_margin,fcf,shares_float,market_cap_poly,vwap,vol_ratio,open_gap_pct,debt_equity,fcf_sec,debt_equity_sec,gross_margin_sec,revenue_sec,total_debt_sec,cash_sec,rev_cagr_sec,equity_sec,total_debt,cash,rev_cagr,p_ann_alpha,p_ir,p_hit_rate,p_streak,p_alpha_63d,alpha_score_raw,alpha_score,q_pe,q_pb,q_roe,q_de,q_margin,q_analyst,quality_gate,tech_filter,options_signal,options_live,final_score,master_score,rating,signal,golden_cross_flag,squeeze_candidate,regime,confidence_band,master_percentile,expected_return_1d,primary_driver,signal_matches,close,changesPercentage,yearHigh,yearLow,priceToBook,enterpriseToEbitda,grossMargin,operatingMargin,profitMargins,returnOnEquity,revenueGrowth,debtToEquity,debt_to_equity,currentRatio,current_ratio,marketCap,mktcap_fmt,pe_fmt,ret_1m_fmt,ret_3m_fmt,ret_6m_fmt,ret_1y_fmt,value_score,quality_score,growth_score,safety_score,short_float,tier
AMGN,393.17,447.03,262.49,2026-09-04,DRUG MANUFACTURERS - GENERAL,240105488000,27.47,17.92,20.27,16.17,16.17,0.915,0.0867,0.23,0.355,38095000000,70.68,17268001000,15.9,0.649,0.1418,0.413,388.48,4,10,16,2,2,540632000,0.0221,2.11,7.35,21.62,Amgen Inc,HEALTHCARE,45,20,95,75,34,58.8,-0.0119,60.88,393.17,417.2,337.73,367.79,280.19,-0.0576,0.1642,0.069,0.4032,430.24,397.758,358.6925,36.8398,2.0014,3.1696,-1.1682,456.8243,403.6556,-0.1972,0.4259,2455614.2857,0.509,8e-4,7e-4,-1e-4,0.017,750,-0.0953,0.0757,0.2697,-0.0683,FALSE,FALSE,TRUE,TRUE,Neutral,FALSE,35,20,74.2268,36.5979,30,44.3376,768,-0.1747,0.008,0.0951,0.4127,-5e-4,0.0184,-0.1266,-0.4328,1,0,32.13,No Signal,0.02,4.34,Decreasing,FALSE,2.2%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,8617666666.6667,NA,NA,NA,NA,NA,4.9028,8617666666.6667,4.9028,NA,36751000000,57304000000,13989000000,0.1418,11688000000,57304000000,13989000000,0.1418,32.5,27.3,3.6,0,68.6,27.6,27.6,52.2,8.2,95.4,1.8,75.8,58.8,53.9,35.6,50,FALSE,33.5,33.5,Weak,Weak,TRUE,FALSE,NEUTRAL,Proven,25.8,-5e-4,Balanced,GX MA200,393.17,-5.76,447.03,262.49,20.27,15.9,NA,0.355,0.23,0.915,0.1418,4.9028,4.9028,NA,NA,240105488000,$240.1B,27.5,-5.8%,+16.4%,+6.9%,+40.3%,53.9,53.9,35.6,52.339999999999996,0.02,Tier 2: Golden Cross
AMKR,50.72,96.5,24.69,2026-09-09,SEMICONDUCTOR EQUIPMENT & MATERIALS,12601510000,22.74,16.89,2.552,2.23,2.23,0.125,0.0462,0.0745,0.105,7457680000,30.14,1323916000,8.58,2.182,0.0156,2.232,76.4,2,4,4,0,0,248452000,0.007,0.76,1.601,18.75,Amkor Technology Inc,TECHNOLOGY,60,75,65,40,10,70,0.5063,62.5,50.72,52.87,69.61,41.27,24.83,-0.0407,-0.2714,0.229,1.0427,51.2515,58.2906,56.2058,47.0953,-5.5755,-6.1573,0.5818,59.93,42.573,0.4694,0.7325,4301785.7143,2.3084,8e-4,0.0019,0.0011,0.0333,750,0.0672,0.0242,0.5293,0.5195,FALSE,FALSE,FALSE,TRUE,Neutral,TRUE,15,45,6.701,60.8247,70,31.6753,768,0.2497,-0.1904,-0.2756,0.5635,0.0018,0.0508,0.4583,0.5681,1,2,18.8,No Signal,0.04,2.56,Increasing,FALSE,3.9%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.1399,352205666.6667,NA,NA,NA,NA,NA,0.5021,352205666.6667,0.5021,0.1399,6707981000,2334950000,1551890000,0.0156,4650412000,2334950000,1551890000,0.0156,76.8,62.4,96.4,78.9,8.8,67.1,67.1,63.8,80.9,47.9,47.7,44.3,70,57.3,41.5,50,FALSE,59.5,59.5,Neutral,Neutral,TRUE,FALSE,NEUTRAL,Proven,64.4,0.0018,Alpha Leader,GX MACD α>SPY ANALYST,50.72,-4.07,96.5,24.69,2.552,8.58,0.1399,0.105,0.0745,0.125,0.0156,0.5021,0.5021,NA,NA,12601510000,$12.6B,22.7,-4.1%,-27.1%,+22.9%,+104.3%,57.3,57.3,41.5,54.379999999999995,0.04,Tier 2: Golden Cross
AMPL,12.52,14.76,5.51,2026-09-09,SOFTWARE - APPLICATION,1660393000,NA,44.05,11.93,-0.75,-0.75,-0.479,-0.155,-0.266,-0.328,374369000,2.828,-96246000,-14.31,0,0.1146,1.502,13.77,3,6,3,0,0,103867000,NA,NA,3.992,1.091,Amplitude Inc,TECHNOLOGY,50,20,15,20,12,75,0.0998,31.5,12.52,12.19,6.9,7.4,11.33,0.0271,0.8145,0.6919,0.105,13.188,10.8294,8.8835,51.4525,5.9623,8.0578,-2.0955,14.3001,12.0759,0.1997,0.5926,1936661.9048,1.4366,8e-4,6e-4,-2e-4,0.0323,750,-0.0329,-0.123,0.5125,-0.0767,FALSE,TRUE,TRUE,TRUE,Neutral,FALSE,100,85,98.4536,91.7526,30,88.6366,768,-0.3446,0.3952,0.6851,0.5159,0.0038,0.0458,0.9679,1.3313,1,0,29.45,No Signal,0.07,2.76,Stable,FALSE,7.5%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.7399,23111666.6667,NA,NA,NA,NA,NA,NA,23111666.6667,NA,0.7399,343214000,NA,73776000,0.1146,136198000,NA,73776000,0.1146,91.8,89.2,68.6,0,98.5,78.3,78.3,50,19.1,9.8,50,4.6,75,31.6,91,50,FALSE,74.3,74.3,Strong,Strong,TRUE,FALSE,NEUTRAL,Proven,88.7,0.0038,Alpha Leader,GX RSI MA200,12.52,2.71,14.76,5.51,11.93,-14.31,0.7399,-0.328,-0.266,-0.479,0.1146,NA,NA,NA,NA,1660393000,$1.7B,N/A,+2.7%,+81.4%,+69.2%,+10.5%,31.6,31.6,91,38.96,0.07,Tier 2: Golden Cross
AMZN,256.97,287.2,196,2026-09-04,INTERNET RETAIL,2792576516000,20.53,23.87,4.985,12.61,12.61,0.306,0.0659,0.174,0.137,775680033000,72.33,168911995000,11.22,2.423,0.1168,1.454,328,15,44,2,0,0,10786314000,NA,1.492,3.674,51.16,Amazon.com Inc,CONSUMER CYCLICAL,60,60,95,75,61,80.3,0.2764,74.78,256.97,278.09,238,209.53,235.84,-0.0759,0.0797,0.2264,0.0896,261.141,254.435,239.295,48.121,0.0457,0.4783,-0.4326,269.7822,252.4997,0.2587,0.2595,32542114.2857,1.3939,8e-4,0.001,2e-4,0.0157,750,-5e-4,-0.0186,0.2498,0.2277,FALSE,TRUE,TRUE,TRUE,Neutral,FALSE,100,45,53.0928,59.7938,30,62.6366,768,0.1099,0.0726,0.0129,0.4524,7e-4,0.0205,0.1852,0.5693,1,0,10.18,No Signal,0.01,2.27,Stable,FALSE,0.9%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,24263333333.3333,NA,NA,NA,NA,NA,0.2397,24263333333.3333,0.2397,NA,716924000000,132224000000,78213000000,0.1168,551620000000,132224000000,78213000000,0.1168,59.8,62.9,19.6,0,52.1,45.4,45.4,69.6,55.7,79.9,70.3,66.5,80.3,71.1,60.7,50,FALSE,52.9,52.9,Neutral,Neutral,TRUE,FALSE,NEUTRAL,Proven,55.7,7e-4,Analyst Upside,GX MA200 ANALYST,256.97,-7.59,287.2,196,4.985,11.22,NA,0.137,0.174,0.306,0.1168,0.2397,0.2397,NA,NA,2792576516000,$2.79T,20.5,-7.6%,+8%,+22.6%,+9%,71.1,71.1,60.7,62.66,0.01,Tier 2: Golden Cross
ANAB,56.6,72.36,11.4,2026-08-29,BIOTECHNOLOGY,1696270000,NA,NA,134.92,-1.01,-1.01,-1.145,0.0678,-0.115,-1.355,232388000,8.22,41341000,24.74,0,2.6978,0.403,86.64,3,8,0,0,0,29608500,NA,0,6.23,0.439,AnaptysBio Inc,HEALTHCARE,50,20,15,20,11,81.8,0.5307,32.18,56.6,55.47,52.1,42.5267,14.7933,0.0204,0.0864,0.3309,2.826,57.455,58.0457,46.6014,48.6444,-0.1887,-0.0253,-0.1634,59.7769,55.1331,0.3159,0.3632,443723.8095,0.8191,8e-4,0.003,0.0022,0.0451,750,0.002,0.5993,0.7155,0.7892,FALSE,FALSE,TRUE,TRUE,Neutral,FALSE,35,45,55.1546,73.1959,30,49.6856,768,1.495,0.019,0.0625,0.5079,0.0027,0.0413,0.6753,1.0296,1,1,48.58,Low Signal,0.18,14.29,Stable,FALSE,18%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,-79230666.6667,29608481,1675840024.6,NA,NA,NA,NA,-79230666.6667,NA,NA,234603000,NA,248469000,2.6978,12747000,NA,248469000,2.6978,86.1,78.9,62.4,61.3,60.8,73.3,73.3,50,50,3.6,50,8.2,81.8,35.3,58.6,50,FALSE,64.1,64.1,Neutral,Neutral,TRUE,FALSE,NEUTRAL,Proven,76.3,0.0027,Alpha Leader,GX MA200 ANALYST,56.6,2.04,72.36,11.4,134.92,24.74,NA,-1.355,-0.115,-1.145,2.6978,NA,NA,NA,NA,1696270000,$1.7B,N/A,+2%,+8.6%,+33.1%,+282.6%,35.3,35.3,58.6,41.17999999999999,0.18,Tier 2: Golden Cross
ANET,194.96,214.89,114.52,2026-09-07,COMPUTER HARDWARE,244400128000,61.32,36.9,16.32,3.16,3.16,0.315,0.141,0.384,0.454,10540800000,8.38,4639600000,49.16,0.357,0.2397,1.617,241.04,8,23,0,0,0,1261225000,NA,1.433,21.64,11.73,Arista Networks,TECHNOLOGY,25,20,95,90,31,81.5,0.2364,60.4,194.96,191.52,151.76,134.03,140.01,0.018,0.2847,0.4546,0.3925,194.683,183.6786,152.2981,54.1323,1.2846,1.7896,-0.505,208.1351,181.2309,0.5103,0.4872,5661814.2857,1.8389,8e-4,0.0024,0.0016,0.0277,750,0.0116,0.2463,0.4399,0.9254,TRUE,TRUE,TRUE,TRUE,Neutral,FALSE,100,85,83.5052,83.5052,30,82.5026,768,1.6672,0.1045,0.2098,0.5873,0.0025,0.0333,0.621,1.1742,1,3,8.35,No Signal,0.01,1.4,Stable,FALSE,1%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.6406,3309400000,NA,NA,NA,NA,NA,NA,3309400000,NA,0.6406,9005700000,NA,2290200000,0.2397,14797700000,NA,2290200000,0.2397,84.5,87.1,99.5,94.3,81.4,88.7,88.7,13,13.7,80.9,50,94.8,81.5,54.7,86,50,FALSE,83,83,Very Strong,Very Strong,TRUE,FALSE,NEUTRAL,Proven,99.5,0.0025,Alpha Leader,GX RSI MA200 α>SPY ANALYST,194.96,1.7999999999999998,214.89,114.52,16.32,49.16,0.6406,0.454,0.384,0.315,0.2397,NA,NA,NA,NA,244400128000,$244.4B,61.3,+1.8%,+28.5%,+45.5%,+39.2%,54.7,54.7,86,52.82,0.01,Tier 2: Golden Cross
APPN,34.58,46.06,18.63,2026-08-29,SOFTWARE - INFRASTRUCTURE,2965383000,NA,416.67,42.82,-0.14,-0.14,-9.37,0.0323,-0.0134,0.0042,795307000,10.8,39892000,129.16,0,0.1545,0.861,34,0,1,5,0,1,40540200,NA,0,3.625,-1.465,Appian Corp,TECHNOLOGY,50,20,15,20,7,46.4,-0.0168,28.64,34.58,35.58,23.44,25.15,32.05,-0.0281,0.4753,0.375,0.0789,38.2655,31.0644,28.3499,45.7651,6.2673,8.6659,-2.3986,43.265,33.266,0.1314,0.6887,822409.5238,1.1682,8e-4,1e-4,-7e-4,0.0331,750,-0.0933,-0.1963,0.5257,-0.3121,FALSE,TRUE,TRUE,TRUE,Neutral,FALSE,100,45,92.7835,78.866,30,78.3582,768,-0.5756,0.30620000000000003,0.364,0.5397,0.002,0.0439,0.5108,0.7326,1,0,44.68,Low Signal,0.1,4.27,Decreasing,FALSE,9.9%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.7254,-19147666.6667,NA,NA,NA,NA,NA,NA,-19147666.6667,NA,0.7254,726937000,236027000,121111000,0.1545,-105181000,236027000,121111000,0.1545,80.9,70.1,88.7,0,91.8,73.3,73.3,50,1.6,1,50,15.5,46.4,25.9,74.1,50,FALSE,66.4,66.4,Strong,Strong,TRUE,FALSE,NEUTRAL,Proven,78.4,0.002,Alpha Leader,GX MA200,34.58,-2.81,46.06,18.63,42.82,129.16,0.7254,0.0042,-0.0134,-9.37,0.1545,NA,NA,NA,NA,2965383000,$3B,N/A,-2.8%,+47.5%,+37.5%,+7.9%,25.9,25.9,74.1,35.54,0.1,Tier 2: Golden Cross
ARHS,8.47,11.51,5.57,2026-08-29,SPECIALTY RETAIL,1246968000,17.62,15.22,3.051,0.5,0.5,0.173,0.0313,0.0491,0.0792,1408588000,9.99,118327000,8.73,0.124,0.0349,2.304,10.5,1,4,10,0,0,54424000,0,NA,1.17,2.928,Arhaus Inc,CONSUMER CYCLICAL,75,60,65,40,15,60,0.2397,62.25,8.47,9.44,6.7,7.06,11.39,-0.1028,0.2642,0.1997,-0.2564,9.1708,8.5035,8.5257,44.9633,-0.2387,1.4091,-1.6478,10.2597,8.0818,0.1782,0.4297,1161471.4286,1.4295,8e-4,5e-4,-3e-4,0.0342,750,-0.0243,-0.1523,0.543,-0.1288,FALSE,FALSE,FALSE,FALSE,Neutral,FALSE,15,45,81.9588,55.6701,30,49.2216,768,-0.5855,0.0369,0.3151,0.4603,8e-4,0.0354,0.1972,0.3508,1,0,28.34,No Signal,0.1,2.69,Increasing,FALSE,10.3%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.3889,57987000,NA,NA,NA,NA,NA,NA,57987000,NA,0.3889,1379222000,NA,226399000,0.0349,414947000,NA,226399000,0.0349,60.8,53.1,24.7,0,89.7,49.9,49.9,76.1,76,58.2,50,37.6,60,60.3,49.2,50,FALSE,51.3,51.3,Neutral,Neutral,FALSE,FALSE,NEUTRAL,Proven,52.1,8e-4,Analyst Upside,ANALYST,8.47,-10.280000000000001,11.51,5.57,3.051,8.73,0.3889,0.0792,0.0491,0.173,0.0349,NA,NA,NA,NA,1246968000,$1.2B,17.6,-10.3%,+26.4%,+20%,-25.6%,60.3,60.3,49.2,56.18,0.1,Tier 5: Underdog Watch
ARWR,85.11,95.49,22.73,2026-08-29,BIOTECHNOLOGY,11993917000,NA,111.11,26.87,-2.28,-2.28,-0.552,-0.081,-0.478,-2.26,669495000,4.766,-200635008,27.85,0.098,0.8562,1.294,110.18,4,8,0,0,0,141254000,NA,-1.32,17.76,3.298,Arrowhead Pharmaceuticals Inc,HEALTHCARE,50,20,15,20,12,83.3,0.2946,32.33,85.11,88.33,70.73,55.01,27.17,-0.0365,0.2033,0.5472,2.1325,86.799,84.1333,71.36,48.5218,0.2116,0.7444,-0.5328,90.7348,82.8632,0.2854,0.3086,1115461.9048,1.6492,8e-4,0.0023,0.0015,0.0389,750,-0.0088,0.2593,0.6177,0.6213,FALSE,TRUE,TRUE,TRUE,Neutral,FALSE,100,45,77.8351,87.6289,30,75.6263,768,0.7509,-0.0399,0.1117,0.4921,0.0023,0.0323,0.5703,1.1131,1,0,39.51,No Signal,0.07,7.81,Stable,FALSE,6.5%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,-259353666.6667,141254467,12022167686.37,NA,NA,NA,NA,-259353666.6667,NA,NA,829448000,NA,NA,0.8562,465529000,NA,NA,0.8562,82.5,83.5,49,0,71.6,66.2,66.2,50,3.3,8.2,50,3.6,83.3,29.8,76.8,50,FALSE,63.3,63.3,Neutral,Neutral,TRUE,FALSE,NEUTRAL,Proven,73.7,0.0023,Alpha Leader,GX MA200 ANALYST,85.11,-3.65,95.49,22.73,26.87,27.85,NA,-2.26,-0.478,-0.552,0.8562,NA,NA,NA,NA,11993917000,$12B,N/A,-3.6%,+20.3%,+54.7%,+213.2%,29.8,29.8,76.8,37.879999999999995,0.07,Tier 2: Golden Cross
ASAN,8.79,15.71,5.38,2026-08-29,SOFTWARE - APPLICATION,2413985000,NA,25.51,15.89,-0.74,-0.74,-0.875,-0.102,-0.202,-0.0743,808634000,3.403,-121904000,-13.2,0,0.1009,0.92,9.27,1,4,8,2,0,167823000,NA,NA,2.473,0.586,Asana Inc,TECHNOLOGY,50,20,15,20,15,56.7,0.0546,29.67,8.79,9.23,7.58,6.85,13.77,-0.0477,0.1596,0.2832,-0.3617,9.5235,8.4596,8.7968,44.9626,2.8691,4.6329,-1.7638,10.4464,8.6006,0.1026,0.7869,5308914.2857,1.6408,8e-4,-2e-4,-0.001,0.0396,750,0.0032,-0.3751,0.6279,-0.4017,FALSE,TRUE,FALSE,FALSE,Neutral,FALSE,55,45,72.6804,69.0722,30,59.1186,768,-0.7424,0.095,0.0826,0.4762,9e-4,0.0476,0.2327,0.3083,1,1,50.48,Low Signal,0.16,5.57,Decreasing,FALSE,15.6%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.8903,23424333.3333,NA,NA,NA,NA,NA,NA,23424333.3333,NA,0.8903,790806000,NA,219562000,0.1009,104323000,NA,219562000,0.1009,62.4,51.5,35.1,61.3,66.5,54.7,54.7,50,14.8,5.2,50,5.2,56.7,28.2,58.8,50,FALSE,51.7,51.7,Neutral,Neutral,FALSE,FALSE,NEUTRAL,Proven,52.6,9e-4,Balanced,,8.79,-4.77,15.71,5.38,15.89,-13.2,0.8903,-0.0743,-0.202,-0.875,0.1009,NA,NA,NA,NA,2413985000,$2.4B,N/A,-4.8%,+16%,+28.3%,-36.2%,28.2,28.2,58.8,36.92,0.16,Tier 5: Underdog Watch
ATI,207.32,243.57,74.45,2026-08-29,METAL FABRICATION,29211271000,62.91,51.81,15.44,3.41,3.41,0.254,0.0879,0.101,0.182,4715200000,34.54,916800000,34.48,0.557,0.0484,1.008,248.44,1,8,0,0,0,136170000,NA,1.195,6.45,13.78,Allegheny Technologies Incorporated,INDUSTRIALS,25,20,80,60,9,77.8,0.1983,51.03,207.32,228.19,183.37,146.1,77.5,-0.0915,0.1306,0.419,1.6751,214.96,202.6094,159.0455,48.8562,0.0432,0.9133,-0.8701,235.1388,194.7812,0.3107,0.3208,1837452.381,1.4575,8e-4,0.0024,0.0016,0.0233,750,-0.0103,0.3281,0.3693,1.1261,FALSE,TRUE,TRUE,TRUE,Neutral,FALSE,100,45,65.4639,81.9588,30,70.7809,768,1.8761,0.0397,0.1128,0.5079,0.0016,0.0248,0.4085,1.0362,1,0,21.82,No Signal,0.03,2.02,Decreasing,FALSE,2.5%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.2195,129000000,NA,NA,NA,NA,NA,0.9636,129000000,0.9636,0.2195,4587400000,1808400000,783000000,0.0484,1876700000,1808400000,783000000,0.0484,73.7,79.9,62.4,0,72.7,65.5,65.5,12.3,15.8,74.2,27.9,52.6,77.8,43.2,72.8,50,FALSE,63.9,63.9,Neutral,Neutral,TRUE,FALSE,NEUTRAL,Proven,75.3,0.0016,Alpha Leader,GX MA200 ANALYST,207.32,-9.15,243.57,74.45,15.44,34.48,0.2195,0.182,0.101,0.254,0.0484,0.9636,0.9636,NA,NA,29211271000,$29.2B,62.9,-9.2%,+13.1%,+41.9%,+167.5%,43.2,43.2,72.8,45.92,0.03,Tier 2: Golden Cross
AVGO,368.56,494.18,289.48,2026-09-04,SEMICONDUCTORS,1699217408000,45.67,19.76,20.06,7.82,7.82,0.373,0.121,0.389,0.49,75464999000,15.94,42084000000,42.57,0.854,0.3355,1.473,525.97,8,37,4,0,0,4757580000,0,0.415,23.91,17.15,Broadcom Inc,TECHNOLOGY,25,20,95,90,49,77,0.4271,59.95,368.56,422.4,372.1,335.97,345.65,-0.1275,-0.0095,0.097,0.0663,375.6315,383.7324,369.974,45.3335,-2.1519,-1.9927,-0.1592,415.5251,335.7378,0.4114,0.3772,23790761.9048,2.0014,8e-4,0.0024,0.0017,0.0266,750,0.0353,0.2295,0.4231,0.9962,FALSE,FALSE,FALSE,TRUE,Neutral,FALSE,15,45,38.1443,40.2062,30,32.9845,768,1.7155,-0.071,-0.0999,0.4762,-0,0.0262,-0.0091,-0.022,1,2,23.98,No Signal,0.01,3.21,Decreasing,FALSE,1.2%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.6777,21320333333.3333,NA,NA,NA,NA,NA,0.7402,21320333333.3333,0.7402,0.6777,63887000000,64907000000,19628000000,0.3355,87691000000,64907000000,19628000000,0.3355,39.7,39.7,35.1,78.9,26.3,40.7,40.7,22.5,8.7,86.1,36.9,95.4,77,55.2,34.7,50,FALSE,41.4,41.4,Weak,Weak,TRUE,FALSE,NEUTRAL,Proven,38.7,-0,Analyst Upside,GX ANALYST,368.56,-12.75,494.18,289.48,20.06,42.57,0.6777,0.49,0.389,0.373,0.3355,0.7402,0.7402,NA,NA,1699217408000,$1.7T,45.7,-12.8%,-0.9%,+9.7%,+6.6%,55.2,55.2,34.7,53.12,0.01,Tier 2: Golden Cross
AXON,505.43,792.16,339.01,2026-08-29,AEROSPACE & DEFENSE,48801751000,252.41,77.52,13.51,2.38,2.38,0.0622,0.0051,0.0619,0.0517,3219099000,40.47,165106000,125.04,-0.182,0.3345,1.397,693.4,8,10,2,0,1,81237000,NA,2.797,15.78,45.23,Axon Enterprise Inc.,INDUSTRIALS,25,20,40,40,21,78.6,0.3719,36.11,505.43,596.33,447.59,499.4,740.61,-0.1524,0.1292,0.0121,-0.3175,587.888,567.6392,505.4177,39.3379,-2.1415,0.413,-2.5545,676.1585,499.6175,0.0329,0.6632,814666.6667,1.2149,8e-4,0.0017,9e-4,0.0312,750,-0.0144,0.1933,0.4949,0.4738,FALSE,FALSE,TRUE,TRUE,Neutral,FALSE,35,20,64.9485,29.8969,30,40.2139,768,0.4611,-0.0683,0.0396,0.4286,-9e-4,0.0416,-0.2153,-0.3257,1,0,25.23,No Signal,0.04,2.92,Stable,FALSE,4.3%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.5965,178078666.6667,NA,NA,NA,NA,NA,0.4713,178078666.6667,0.4713,0.5965,2779536000,1731817000,597704000,0.3345,3674537000,1731817000,597704000,0.3345,28.9,32,9.8,0,55.7,27,27,50,16.9,35.1,51.4,40.7,78.6,43.6,29.9,50,FALSE,30.2,30.2,Weak,Weak,TRUE,FALSE,NEUTRAL,Proven,23.2,-9e-4,Analyst Upside,GX MA200 ANALYST,505.43,-15.24,792.16,339.01,13.51,125.04,0.5965,0.0517,0.0619,0.0622,0.3345,0.4713,0.4713,NA,NA,48801751000,$48.8B,252.4,-15.2%,+12.9%,+1.2%,-31.8%,43.6,43.6,29.9,46.16,0.04,Tier 2: Golden Cross
BAC,62.39,64.9,45.65,2026-09-04,BANKS - DIVERSIFIED,440822890000,14.46,11.9,1.57,4.36,4.36,0.112,0.0097,0.295,0.383,113931002000,15.59,NA,NA,0.341,0.049,1.168,68.77,5,15,4,0,0,6992748000,0.0179,0.937,7.2,39.34,Bank of America Corp,FINANCIAL SERVICES,90,75,65,90,24,76,0.1023,78.1,62.39,63.86,54.54,47.13,49.46,-0.023,0.1439,0.3238,0.2614,62.8675,61.71,54.9268,50.7538,0.2711,0.469,-0.198,64.8993,60.8357,0.3825,0.1681,29023595.2381,0.9051,8e-4,0.0012,4e-4,0.0128,750,9e-4,0.1203,0.2026,0.5041,FALSE,TRUE,TRUE,TRUE,Neutral,FALSE,100,85,70.1031,71.6495,30,76.1108,768,0.1974,-0.0318,0.1199,0.5952,0.0012,0.012,0.2959,1.5492,1,1,24.76,No Signal,0.01,3.32,Decreasing,FALSE,1.2%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1288,NA,1.1288,NA,113097000000,339863000000,NA,0.049,301094000000,339863000000,NA,0.049,64.9,91.8,100,61.3,75.3,79.8,79.8,89.1,95.1,43.8,24.3,87.1,76,67.2,74.7,50,FALSE,76.7,76.7,Strong,Strong,TRUE,FALSE,NEUTRAL,Proven,94.3,0.0012,High IR,GX RSI MA200 α>SPY ANALYST,62.39,-2.3,64.9,45.65,1.57,NA,NA,0.383,0.295,0.112,0.049,1.1288,1.1288,NA,NA,440822890000,$440.8B,14.5,-2.3%,+14.4%,+32.4%,+26.1%,67.2,67.2,74.7,60.32,0.01,Tier 2: Golden Cross
BARK,9.7,20.8,8.15,2026-08-29,SPECIALTY RETAIL,98645000,NA,NA,1.286,-3.66,-3.66,-0.367,-0.0814,-0.0842,8e-4,370797000,43,-21510000,-5.81,0,-0.1025,1.954,15.5,0,2,0,0,0,9033500,NA,NA,0.319,8.44,"BARK, Inc.",CONSUMER CYCLICAL,50,90,15,20,2,75,0.5979,45.5,9.7,10.71,10.13,16.2,18.28,-0.0943,-0.0424,-0.4012,-0.4694,10.426,9.9036,11.8762,43.8565,1.5689,2.3183,-0.7493,11.0677,9.7843,-0.0657,0.5124,48852.381,1.1726,8e-4,-6e-4,-0.0014,0.0431,750,-0.0913,-0.378,0.684,-0.5042,FALSE,FALSE,FALSE,FALSE,Neutral,FALSE,15,45,27.8351,2.0619,30,22.2629,768,-0.7692,0.0791,-0.0226,0.4762,-0.0034,0.0484,-0.8632,-1.1236,1,0,42.82,Low Signal,0.05,7.04,Decreasing,FALSE,5.3%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.6126,-14193666.6667,NA,NA,NA,NA,NA,0,-14193666.6667,0,0.6126,394843000,0,16090000,-0.1025,76232000,0,16090000,-0.1025,3.1,14.9,35.1,0,42.8,18.1,18.1,50,97.8,12.4,100,9.3,75,50.7,13.6,50,FALSE,21.9,21.9,Very Weak,Very Weak,FALSE,FALSE,NEUTRAL,Proven,11.3,-0.0034,Analyst Upside,ANALYST,9.7,-9.43,20.8,8.15,1.286,-5.81,0.6126,8e-4,-0.0842,-0.367,-0.1025,0,0,NA,NA,98645000,$98.6M,N/A,-9.4%,-4.2%,-40.1%,-46.9%,50.7,50.7,13.6,50.42,0.05,No Signal
