symbol,price,high_52w,low_52w,last_fetched,industry,market_cap,pe_ratio,pe_forward,pb_ratio,eps,eps_forward,roe,roa,profit_margin,operating_margin,revenue,revenue_per_share,ebitda,ev_ebitda,earningsGrowth,revenue_growth,beta_av,analyst_target,analyst_strong_buy,analyst_buy,analyst_hold,analyst_sell,analyst_strong_sell,shares_outstanding,dividend_yield,peg_ratio,ev_revenue,book_value,company,sector,pe_score,pb_score,roe_score,margin_score,analyst_total,analyst_score,analyst_upside,fundamental_score,price_now,price_1m,price_3m,price_6m,price_1y,ret_1m,ret_3m,ret_6m,ret_1y,ma20,ma50,ma200,rsi14,macd_line,macd_signal,macd_hist,bb_upper,bb_lower,bb_pct,vol_annual,avg_vol_30,beta,spy_mean_daily,mean_daily_ret,mean_daily_alpha,sd_daily_alpha,days_in_pull,today_alpha,jensen_alpha_ann,tracking_error,info_ratio,above_ma20,above_ma50,above_ma200,golden_cross,rsi_zone,macd_bullish,trend_score,rsi_score,ret3m_score,ret6m_score,macd_score,momentum_score,days_tracked,cum_alpha_all,alpha_30d,alpha_63d,alpha_hit_rate,hist_mean_alpha,hist_sd_alpha,hist_alpha_ann,hist_ir,confidence_weight,alpha_streak,squeeze_score,squeeze_tier,short_percent_float,short_ratio,short_trend,fundamentals_improving,short_float_pct,improvement_count,put_call_ratio,put_call_oi,options_volume,avg_iv,options_score,options_sentiment,above_vwap,squeeze_poly,debt_equity_poly,revenue_poly,gross_margin,fcf,shares_float,market_cap_poly,vwap,vol_ratio,open_gap_pct,debt_equity,fcf_sec,debt_equity_sec,gross_margin_sec,revenue_sec,total_debt_sec,cash_sec,rev_cagr_sec,equity_sec,total_debt,cash,rev_cagr,p_ann_alpha,p_ir,p_hit_rate,p_streak,p_alpha_63d,alpha_score_raw,alpha_score,q_pe,q_pb,q_roe,q_de,q_margin,q_analyst,quality_gate,tech_filter,options_signal,options_live,final_score,master_score,rating,signal,golden_cross_flag,squeeze_candidate,regime,confidence_band,master_percentile,expected_return_1d,primary_driver,signal_matches,close,changesPercentage,yearHigh,yearLow,priceToBook,enterpriseToEbitda,grossMargin,operatingMargin,profitMargins,returnOnEquity,revenueGrowth,debtToEquity,debt_to_equity,currentRatio,current_ratio,marketCap,mktcap_fmt,pe_fmt,ret_1m_fmt,ret_3m_fmt,ret_6m_fmt,ret_1y_fmt,value_score,quality_score,growth_score,safety_score,short_float,tier
AMGN,NA,447.03,262.49,2026-09-15,DRUG MANUFACTURERS - GENERAL,206251114000,23.68,15.46,17.45,16.11,16.11,0.915,0.0867,0.23,0.355,38095000000,70.68,17268001000,14.03,0.649,0.1418,0.426,388.03,4,10,16,2,2,540632000,0.026,2.272,6.49,21.62,Amgen Inc,HEALTHCARE,60,20,95,75,34,58.8,NA,64.63,406.09,443.84,352.82,348.77,286.81,-0.0851,0.151,0.1643,0.4159,409.331,401.7806,360.9253,52.2523,-1.6448,-1.1177,-0.5271,463.6259,355.0361,0.4702,0.4253,2927295.2381,0.514,8e-4,7e-4,-1e-4,0.017,749,0.0401,0.0673,0.2703,-0.1288,FALSE,TRUE,TRUE,TRUE,Neutral,FALSE,100,85,72.0207,47.6684,30,71.8899,766,-0.1027,-0.0203,0.1494,0.4603,9e-4,0.0181,0.2168,0.7526,1,5,23.16,No Signal,0.03,4.94,Increasing,FALSE,2.6%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,8617666666.6667,NA,NA,NA,NA,NA,4.9028,8617666666.6667,4.9028,NA,36751000000,57304000000,13989000000,0.1418,11688000000,57304000000,13989000000,0.1418,61.7,65.8,22.3,99.5,76.7,60.9,60.9,59.7,12,95.4,1.8,75.8,58.8,56.1,63.8,50,FALSE,60.9,60.9,Neutral,Neutral,TRUE,FALSE,NEUTRAL,Proven,70.6,9e-4,Balanced,GX RSI MA200,406.09,-8.51,447.03,262.49,17.45,14.03,NA,0.355,0.23,0.915,0.1418,4.9028,4.9028,NA,NA,206251114000,$206.3B,23.7,-8.5%,+15.1%,+16.4%,+41.6%,56.1,56.1,63.8,53.66,0.03,Tier 2: Golden Cross
AMKR,NA,96.5,27.84,2026-09-20,SEMICONDUCTOR EQUIPMENT & MATERIALS,12497159000,22.56,17.76,2.687,2.23,2.23,0.125,0.0462,0.0745,0.105,7457680000,30.14,1323916000,9.03,2.182,0.0156,2.232,76.4,2,4,4,0,0,248452000,0.0069,0.76,1.686,18.75,Amkor Technology Inc,TECHNOLOGY,60,75,65,40,10,70,NA,62.5,53.32,47.9,85.62,44.45,29.58,0.1132,-0.3772,0.1996,0.8026,48.925,53.6332,56.9154,54.8134,-1.8584,-3.613,1.7547,53.3393,44.5107,0.9978,0.6658,4308785.7143,2.3332,8e-4,0.0019,0.0011,0.0336,749,0.0289,-0.0082,0.5335,0.5096,TRUE,FALSE,FALSE,FALSE,Neutral,TRUE,15,85,5.6995,52.8497,70,35.7798,766,0.2275,0.0173,-0.4675,0.5159,-0.0018,0.0464,-0.4657,-0.6319,1,1,15.29,No Signal,0.04,2.37,Increasing,FALSE,4%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.1399,352205666.6667,NA,NA,NA,NA,NA,0.5021,352205666.6667,0.5021,0.1399,6707981000,2334950000,1551890000,0.0156,4650412000,2334950000,1551890000,0.0156,19.2,26.4,69.9,47.2,3.1,31.5,31.5,61.9,78.7,47.4,47.7,44.3,70,56.5,47.6,50,FALSE,39.1,39.1,Weak,Weak,FALSE,FALSE,NEUTRAL,Proven,35.1,-0.0018,Balanced,MACD RSI,53.32,11.32,96.5,27.84,2.687,9.03,0.1399,0.105,0.0745,0.125,0.0156,0.5021,0.5021,NA,NA,12497159000,$12.5B,22.6,+11.3%,-37.7%,+20%,+80.3%,56.5,56.5,47.6,53.9,0.04,No Signal
AMPL,NA,14.76,5.51,2026-09-20,SOFTWARE - APPLICATION,1750574000,NA,69.44,12.11,-0.75,-0.75,-0.479,-0.155,-0.266,-0.328,374369000,2.828,-96246000,-14.31,0,0.1146,1.502,13.77,3,6,3,0,0,103867000,NA,NA,4.057,1.091,Amplitude Inc,TECHNOLOGY,50,20,15,20,12,75,NA,31.5,13.755,13.15,6.76,6.41,11.74,0.046,1.0348,1.1459,0.1716,13.3542,11.7239,9.0356,59.8151,3.4184,4.1266,-0.7081,14.4867,12.2218,0.6769,0.5997,1610466.6667,1.4348,8e-4,9e-4,0,0.0324,749,0.0314,-0.0807,0.5139,0.0207,TRUE,TRUE,TRUE,TRUE,Neutral,FALSE,100,85,99.4819,94.8187,30,89.5583,766,-0.2889,0.1369,0.9969,0.5556,0.0053,0.0464,1.3261,1.7988,1,2,37.52,No Signal,0.06,3.99,Decreasing,FALSE,6.3%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.7399,23111666.6667,NA,NA,NA,NA,NA,NA,23111666.6667,NA,0.7399,343214000,NA,73776000,0.1146,136198000,NA,73776000,0.1146,93.3,90.2,91.7,77.7,99.5,91.6,91.6,50,18.6,9.8,50,4.6,75,31.6,94.4,50,FALSE,83.3,83.3,Very Strong,Very Strong,TRUE,FALSE,NEUTRAL,Proven,96.4,0.0053,Alpha Leader,GX RSI MA200 α>SPY,13.755,4.6,14.76,5.51,12.11,-14.31,0.7399,-0.328,-0.266,-0.479,0.1146,NA,NA,NA,NA,1750574000,$1.8B,N/A,+4.6%,+103.5%,+114.6%,+17.2%,31.6,31.6,94.4,38.96,0.06,Tier 2: Golden Cross
AMZN,NA,287.2,196,2026-09-15,INTERNET RETAIL,2734761705000,20.4,24.04,5.02,12.43,12.43,0.306,0.0659,0.174,0.137,775680033000,72.33,168911995000,11.3,2.423,0.1168,1.443,328.17,15,44,2,0,0,10786314000,NA,1.503,3.7,51.16,Amazon.com Inc,CONSUMER CYCLICAL,60,40,95,75,61,80.3,NA,70.78,249.27,262.07,227.01,199.34,220.71,-0.0488,0.0981,0.2505,0.1294,255.1805,256.291,240.6347,44.0742,-0.6546,-0.5408,-0.1138,264.3598,246.0012,0.1781,0.2803,34124195.4545,1.386,8e-4,0.0011,3e-4,0.0157,750,-0.0152,-0.0102,0.2488,0.2847,FALSE,FALSE,TRUE,TRUE,Neutral,FALSE,35,45,66.3212,61.1399,30,50.6244,767,0.0898,-0.0809,-0.0014,0.4762,-1e-4,0.0203,-0.0298,-0.0923,1,0,15.75,No Signal,0.01,2.77,Decreasing,FALSE,0.8%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,24263333333.3333,NA,NA,NA,NA,NA,0.2397,24263333333.3333,0.2397,NA,716924000000,132224000000,78213000000,0.1168,551620000000,132224000000,78213000000,0.1168,45.6,45.6,35.8,0,56,40.6,40.6,71.9,53.6,79.9,70.3,66.5,80.3,71.3,55.7,50,FALSE,48.8,48.8,Neutral,Neutral,TRUE,FALSE,NEUTRAL,Proven,50,-1e-4,Quality,GX MA200,249.27,-4.88,287.2,196,5.02,11.3,NA,0.137,0.174,0.306,0.1168,0.2397,0.2397,NA,NA,2734761705000,$2.73T,20.4,-4.9%,+9.8%,+25%,+12.9%,71.3,71.3,55.7,62.779999999999994,0.01,Tier 2: Golden Cross
ANAB,NA,72.36,13.81,2026-09-22,BIOTECHNOLOGY,1634388000,NA,19.34,128.4,-1.02,-1.02,-1.145,0.0678,-0.115,-1.355,232388000,8.22,41341000,23.32,0,2.6978,0.408,89.62,3,7,0,0,0,29608500,NA,0,5.87,0.439,AnaptysBio Inc,HEALTHCARE,50,20,15,20,10,82.5,NA,32.25,50.77,58.44,59.68,38.2667,13.9667,-0.1312,-0.1493,0.3267,2.6351,55.6365,55.7194,47.9619,32.8912,-1.6877,-1.0873,-0.6004,59.0129,52.2601,-0.2207,0.3415,513700,0.8179,8e-4,0.003,0.0021,0.0451,749,-0.0684,0.5762,0.7158,0.7515,FALSE,FALSE,TRUE,TRUE,Neutral,FALSE,35,20,21.7617,68.9119,30,35.0609,766,1.2355,-0.0787,-0.1862,0.4921,0.0011,0.0414,0.2796,0.4253,1,0,47.93,Low Signal,0.18,10.25,Stable,FALSE,18.4%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,-79230666.6667,NA,NA,NA,NA,NA,NA,-79230666.6667,NA,NA,234603000,NA,133826000,2.6978,10585000,NA,133826000,2.6978,64.2,59.1,46.1,0,20.7,46.4,46.4,50,50,3.6,50,8.2,82.5,35.4,41.1,50,FALSE,43.5,43.5,Weak,Weak,TRUE,FALSE,NEUTRAL,Proven,42.8,0.0011,Balanced,GX MA200,50.77,-13.120000000000001,72.36,13.81,128.4,23.32,NA,-1.355,-0.115,-1.145,2.6978,NA,NA,NA,NA,1634388000,$1.6B,N/A,-13.1%,-14.9%,+32.7%,+263.5%,35.4,35.4,41.1,41.239999999999995,0.18,Tier 2: Golden Cross
ANET,NA,214.89,114.52,2026-09-18,COMPUTER HARDWARE,251652162000,62.55,38.17,16.84,3.19,3.19,0.315,0.141,0.384,0.454,10540800000,8.38,4639600000,50.82,0.357,0.2397,1.617,241.04,8,23,0,0,0,1261225000,NA,1.478,22.37,11.73,Arista Networks,TECHNOLOGY,25,20,95,90,31,81.5,NA,60.4,203.47,188.15,165.45,120.77,144.09,0.0814,0.2298,0.6848,0.4121,195.42,188.3452,155.8832,57.9975,1.7389,1.3575,0.3814,206.134,184.706,0.8757,0.4626,4997457.1429,1.8494,8e-4,0.0026,0.0017,0.0279,749,-0.0023,0.2543,0.4426,0.9776,TRUE,TRUE,TRUE,TRUE,Neutral,TRUE,100,85,81.8653,88.601,70,87.0298,766,1.5985,0.0704,0.1446,0.5317,0.0011,0.0324,0.2856,0.5559,1,1,19.24,No Signal,0.01,3.04,Decreasing,FALSE,1.1%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.6406,3309400000,NA,NA,NA,NA,NA,NA,3309400000,NA,0.6406,9005700000,NA,2290200000,0.2397,14797700000,NA,2290200000,0.2397,64.8,63.2,80.8,47.2,75.6,67.5,67.5,12.2,14.2,80.9,50,94.8,81.5,54.6,89.6,50,FALSE,70.9,70.9,Strong,Strong,TRUE,FALSE,NEUTRAL,Proven,82.5,0.0011,Consistent Beat,GX MACD RSI MA200,203.47,8.14,214.89,114.52,16.84,50.82,0.6406,0.454,0.384,0.315,0.2397,NA,NA,NA,NA,251652162000,$251.7B,62.5,+8.1%,+23%,+68.5%,+41.2%,54.6,54.6,89.6,52.76,0.01,Tier 2: Golden Cross
APPN,NA,46.06,18.63,2026-09-22,SOFTWARE - INFRASTRUCTURE,2687468000,NA,416.67,42.82,-0.14,-0.14,-9.37,0.0323,-0.0134,0.0042,795307000,10.8,39892000,126.11,0,0.1545,0.94,34,0,1,5,0,1,40540200,NA,0,3.539,-1.465,Appian Corp,TECHNOLOGY,50,20,15,20,7,46.4,NA,28.64,37.96,39.17,20.63,23.18,33.35,-0.0309,0.84,0.6376,0.1382,38.3975,33.5742,28.1554,54.3647,2.4167,3.3417,-0.925,43.4189,33.3761,0.4564,0.7107,958885.7143,1.1609,8e-4,5e-4,-4e-4,0.0333,749,-0.0099,-0.128,0.529,-0.1781,FALSE,TRUE,TRUE,TRUE,Neutral,FALSE,100,85,98.4456,87.5648,30,87.7966,766,-0.5376,0.076,0.8225,0.5397,0.0035,0.0444,0.8924,1.2667,1,0,30.6,No Signal,0.09,3.79,Increasing,FALSE,9.3%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.7254,-19147666.6667,NA,NA,NA,NA,NA,NA,-19147666.6667,NA,0.7254,726937000,236027000,121111000,0.1545,-105181000,236027000,121111000,0.1545,88.6,77.7,86,0,98.4,78,78,50,1.6,1,50,15.5,46.4,25.9,88.6,50,FALSE,72.7,72.7,Strong,Strong,TRUE,FALSE,NEUTRAL,Proven,85.1,0.0035,Alpha Leader,GX RSI MA200,37.96,-3.09,46.06,18.63,42.82,126.11,0.7254,0.0042,-0.0134,-9.37,0.1545,NA,NA,NA,NA,2687468000,$2.7B,N/A,-3.1%,+84%,+63.8%,+13.8%,25.9,25.9,88.6,35.54,0.09,Tier 2: Golden Cross
ARHS,NA,11.51,5.57,2026-09-22,SPECIALTY RETAIL,1102597000,15.58,15.22,2.661,0.5,0.5,0.173,0.0313,0.0491,0.0792,1408588000,9.99,118327000,7.88,0.124,0.0349,2.321,10.5,1,4,10,0,0,54424000,0,NA,1.056,2.928,Arhaus Inc,CONSUMER CYCLICAL,75,75,65,40,15,60,NA,65.25,9.02,9.24,8.1,6.5,11.06,-0.0238,0.1136,0.3877,-0.1844,8.3478,8.4766,8.432,58.0301,-1.7268,-2.2226,0.4959,9.4215,7.274,0.813,0.7282,1138442.8571,1.4636,8e-4,7e-4,-2e-4,0.0347,749,0.0404,-0.1368,0.5509,-0.0716,TRUE,TRUE,TRUE,TRUE,Neutral,TRUE,100,85,68.3938,74.6114,70,80.1904,766,-0.4468,-0.0364,0.1845,0.4603,8e-4,0.0376,0.2101,0.352,1,4,42.9,Low Signal,0.12,6.8,Stable,FALSE,11.7%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.3889,57987000,NA,NA,NA,NA,NA,NA,57987000,NA,0.3889,1379222000,NA,226399000,0.0349,414947000,NA,226399000,0.0349,61.1,57.5,22.3,96.9,79.3,58.8,58.8,82,79.2,58.2,50,37.6,60,62,79.2,50,FALSE,64.2,64.2,Neutral,Neutral,TRUE,FALSE,NEUTRAL,Proven,72.2,8e-4,Strong Trend,GX MACD RSI MA200,9.02,-2.3800000000000003,11.51,5.57,2.661,7.88,0.3889,0.0792,0.0491,0.173,0.0349,NA,NA,NA,NA,1102597000,$1.1B,15.6,-2.4%,+11.4%,+38.8%,-18.4%,62,62,79.2,57.199999999999996,0.12,Tier 2: Golden Cross
ARWR,NA,95.49,31.45,2026-09-22,BIOTECHNOLOGY,9390597000,NA,111.11,20.18,-2.28,-2.28,-0.552,-0.081,-0.478,-2.26,669495000,4.766,-200635008,27.85,0.098,0.8562,1.284,110,4,8,0,0,0,141254000,NA,-1.32,13.11,3.298,Arrowhead Pharmaceuticals Inc,HEALTHCARE,50,20,15,20,12,83.3,NA,32.33,66.96,86.73,79.27,57.78,32.5,-0.2279,-0.1553,0.1589,1.0603,79.764,82.4359,72.5455,29.0131,-6.1359,-3.7045,-2.4314,96.1968,63.3312,0.1104,0.5932,2009390.4762,1.6709,8e-4,0.0021,0.0013,0.0392,749,-0.0194,0.1846,0.6224,0.523,FALSE,FALSE,FALSE,TRUE,Oversold,FALSE,15,20,20.7254,46.114,30,25.1904,766,0.4871,-0.2356,-0.2229,0.4762,-1e-4,0.034,-0.0359,-0.0665,1,0,35.56,No Signal,0.07,5.15,Stable,FALSE,6.6%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,-259353666.6667,NA,NA,NA,NA,NA,NA,-259353666.6667,NA,NA,829448000,NA,NA,0.8562,465529000,NA,NA,0.8562,45.1,47.2,35.8,0,16.6,35,35,50,7.1,8.2,50,3.6,83.3,30.3,23.8,50,FALSE,31.6,31.6,Weak,Weak,TRUE,FALSE,NEUTRAL,Proven,23.2,-1e-4,Balanced,GX,66.96,-22.79,95.49,31.45,20.18,27.85,NA,-2.26,-0.478,-0.552,0.8562,NA,NA,NA,NA,9390597000,$9.4B,N/A,-22.8%,-15.5%,+15.9%,+106%,30.3,30.3,23.8,38.18,0.07,Tier 2: Golden Cross
ASAN,NA,15.48,5.38,2026-09-22,SOFTWARE - APPLICATION,2177506000,NA,25.71,20.87,-0.65,-0.65,-0.938,-0.0926,-0.186,-0.191,828127000,3.505,-109700000,-13.2,0,0.1009,0.951,10.08,1,4,8,2,0,159442000,NA,NA,2.531,0.452,Asana Inc,TECHNOLOGY,50,20,15,20,15,56.7,NA,29.67,9.47,9.76,6.39,6.17,14.21,-0.0297,0.482,0.5348,-0.3336,9.491,8.8632,8.6286,52.127,1.6151,1.825,-0.2098,10.6235,8.3585,0.4907,0.7971,8084695.2381,1.641,8e-4,1e-4,-7e-4,0.0399,749,-1e-4,-0.3204,0.6333,-0.2934,FALSE,TRUE,TRUE,TRUE,Neutral,FALSE,100,85,89.6373,81.8653,30,84.0142,766,-0.7299,0.0346,0.4036,0.4921,0.0037,0.0481,0.9212,1.2068,1,0,39.11,No Signal,0.14,2.98,Decreasing,FALSE,13.9%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.8903,23424333.3333,NA,NA,NA,NA,NA,NA,23424333.3333,NA,0.8903,790806000,NA,219562000,0.1009,104323000,NA,219562000,0.1009,89.6,76.7,46.1,0,88.6,68.6,68.6,50,6.6,4.6,50,5.2,56.7,27,82.6,50,FALSE,65.7,65.7,Strong,Strong,TRUE,FALSE,NEUTRAL,Proven,74.7,0.0037,Alpha Leader,GX RSI MA200,9.47,-2.97,15.48,5.38,20.87,-13.2,0.8903,-0.191,-0.186,-0.938,0.1009,NA,NA,NA,NA,2177506000,$2.2B,N/A,-3%,+48.2%,+53.5%,-33.4%,27,27,82.6,36.2,0.14,Tier 2: Golden Cross
ATI,NA,243.57,75.02,2026-09-22,METAL FABRICATION,26094332000,56.2,29.94,13.9,3.41,3.41,0.254,0.0879,0.101,0.182,4715200000,34.54,916800000,31.2,0.557,0.0484,1.011,259.89,1,8,0,0,0,136170000,NA,1.195,5.83,13.78,Allegheny Technologies Incorporated,INDUSTRIALS,25,20,80,60,9,77.8,NA,51.03,184.18,209.81,199.5,140.43,78.09,-0.1222,-0.0768,0.3115,1.3586,200.0065,203.0546,163.7147,36.7233,-2.9487,-1.9455,-1.0032,220.5415,179.4715,0.1146,0.386,2057571.4286,1.4455,8e-4,0.0024,0.0015,0.0235,749,-0.0191,0.2913,0.3728,1.0324,FALSE,FALSE,TRUE,TRUE,Neutral,FALSE,35,20,35.7513,66.8394,30,38.8433,766,1.4599,-0.188,-0.1421,0.4921,2e-4,0.0247,0.0393,0.1001,1,0,15.42,No Signal,0.03,2.79,Increasing,FALSE,3.2%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.2195,129000000,NA,NA,NA,NA,NA,0.9636,129000000,0.9636,0.2195,4587400000,1808400000,783000000,0.0484,1876700000,1808400000,783000000,0.0484,51.8,53.4,46.1,0,31.6,42.9,42.9,13.7,16.4,73.7,27.9,51.5,77.8,43.3,45.4,50,FALSE,43.6,43.6,Weak,Weak,TRUE,FALSE,NEUTRAL,Proven,43.3,2e-4,Balanced,GX MA200,184.18,-12.22,243.57,75.02,13.9,31.2,0.2195,0.182,0.101,0.254,0.0484,0.9636,0.9636,NA,NA,26094332000,$26.1B,56.2,-12.2%,-7.7%,+31.1%,+135.9%,43.3,43.3,45.4,45.98,0.03,Tier 2: Golden Cross
AVGO,NA,494.18,289.48,2026-09-15,SEMICONDUCTORS,1645565706000,43.86,19.27,17.33,7.86,7.86,0.443,0.154,0.429,0.543,89103999000,18.77,52260000000,33.69,2.153,0.3355,1.457,531.85,8,37,4,0,0,4773630000,0.0072,0.358,19.79,20.88,Broadcom Inc,TECHNOLOGY,25,20,95,90,49,77,NA,59.95,354.99,358.76,378.91,300.68,338.94,-0.0105,-0.0631,0.1806,0.0474,359.23,377.9364,368.7917,44.3718,-1.8208,-2.2267,0.4059,378.6387,339.8213,0.3908,0.3429,26731586.3636,2.004,8e-4,0.0025,0.0016,0.0267,750,-0.019,0.1976,0.4239,0.9629,FALSE,FALSE,FALSE,TRUE,Neutral,TRUE,15,45,37.8238,50.7772,70,39.0026,767,1.4213,-0.1437,-0.1518,0.4603,-0.0014,0.0248,-0.3402,-0.8637,1,0,8.86,No Signal,0.01,1.7,Stable,FALSE,1.1%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.6777,21320333333.3333,NA,NA,NA,NA,NA,0.596,21320333333.3333,0.596,0.6777,63887000000,59419000000,23975000000,0.3355,99690000000,59419000000,23975000000,0.3355,24.4,20.7,22.3,0,28,21.2,21.2,20.9,12.6,88.7,43.2,96.4,77,57.1,44.4,50,FALSE,32.2,32.2,Weak,Weak,TRUE,FALSE,NEUTRAL,Proven,23.7,-0.0014,Balanced,GX MACD,354.99,-1.05,494.18,289.48,17.33,33.69,0.6777,0.543,0.429,0.443,0.3355,0.596,0.596,NA,NA,1645565706000,$1.65T,43.9,-1%,-6.3%,+18.1%,+4.7%,57.1,57.1,44.4,54.26,0.01,Tier 2: Golden Cross
AXON,NA,792.16,339.01,2026-09-22,AEROSPACE & DEFENSE,36374868000,185.02,56.82,9.9,2.42,2.42,0.0622,0.0051,0.0619,0.0517,3219099000,40.47,165106000,92.35,-0.182,0.3345,1.399,706.21,8,10,2,0,1,81237000,NA,2.054,11.65,45.23,Axon Enterprise Inc.,INDUSTRIALS,25,40,40,40,21,78.6,NA,40.11,450.61,597.59,444.73,429.94,777.58,-0.246,0.0132,0.0481,-0.4205,511.828,544.3022,502.1117,36.3596,-6.4608,-5.087,-1.3738,626.4487,397.2073,0.233,0.6403,986261.9048,1.2024,8e-4,0.0017,9e-4,0.0315,749,0.004,0.1772,0.5004,0.4391,FALSE,FALSE,FALSE,TRUE,Neutral,FALSE,15,20,53.886,35.2332,30,32.9624,766,0.2591,-0.2383,-0.0287,0.4127,-0.0021,0.0423,-0.5237,-0.7796,1,1,25.66,No Signal,0.04,3.56,Stable,FALSE,4.5%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.5965,178078666.6667,NA,NA,NA,NA,NA,0.4713,178078666.6667,0.4713,0.5965,2779536000,1731817000,597704000,0.3345,3674537000,1731817000,597704000,0.3345,15.5,23.3,4.7,47.2,50.3,23.7,23.7,0,24.6,34.5,51.4,40.7,78.6,33.5,31.6,50,FALSE,27.1,27.1,Very Weak,Very Weak,TRUE,FALSE,NEUTRAL,Proven,17.5,-0.0021,Balanced,GX,450.61,-24.6,792.16,339.01,9.9,92.35,0.5965,0.0517,0.0619,0.0622,0.3345,0.4713,0.4713,NA,NA,36374868000,$36.4B,185,-24.6%,+1.3%,+4.8%,-42%,33.5,33.5,31.6,40.099999999999994,0.04,Tier 2: Golden Cross
BAC,NA,64.9,45.65,2026-09-15,BANKS - DIVERSIFIED,415858754000,13.73,12.03,1.588,4.33,4.33,0.112,0.0097,0.295,0.383,113931002000,15.59,NA,NA,0.341,0.049,1.164,69,5,15,4,0,0,6992748000,0.0179,0.948,7.24,39.34,Bank of America Corp,FINANCIAL SERVICES,90,75,65,90,24,76,NA,78.1,56,62.33,58.19,46.97,51.7,-0.1016,-0.0376,0.1922,0.0832,60.562,61.7466,55.2796,24.842,-2.3784,-1.3191,-1.0593,65.2723,55.8517,0.0157,0.2516,36471731.8182,0.9066,8e-4,0.0011,3e-4,0.0129,750,0.0036,0.0837,0.2053,0.312,FALSE,FALSE,TRUE,TRUE,Oversold,FALSE,35,20,43.5233,51.8135,30,38.1697,767,0.1389,-0.1223,-0.0566,0.6032,5e-4,0.0125,0.1265,0.6358,1,1,10.71,No Signal,0.01,2.39,Stable,FALSE,1.2%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1288,NA,1.1288,NA,113097000000,339863000000,NA,0.049,301094000000,339863000000,NA,0.049,58.5,64.2,100,47.2,45.6,65.2,65.2,87.8,94.5,43.3,24.3,87.1,76,66.7,35.4,50,FALSE,58.3,58.3,Neutral,Neutral,TRUE,FALSE,NEUTRAL,Proven,66,5e-4,Consistent Beat,GX MA200 α>SPY,56,-10.16,64.9,45.65,1.588,NA,NA,0.383,0.295,0.112,0.049,1.1288,1.1288,NA,NA,415858754000,$415.9B,13.7,-10.2%,-3.8%,+19.2%,+8.3%,66.7,66.7,35.4,60.02,0.01,Tier 2: Golden Cross
BARK,NA,20.8,8.15,2026-09-22,SPECIALTY RETAIL,79765000,NA,NA,1.046,-3.66,-3.66,-0.367,-0.0814,-0.0842,8e-4,370797000,43,-21510000,-5.81,0,-0.1025,1.977,15.5,0,2,0,0,0,9033500,NA,NA,0.269,8.44,"BARK, Inc.",CONSUMER CYCLICAL,50,90,15,20,2,75,NA,45.5,8.23,10.19,9.12,10.88,16.98,-0.1923,-0.0976,-0.2436,-0.5153,9.746,9.695,11.6285,35.2024,-4.2859,-2.3828,-1.9031,11.5201,7.9719,0.0727,0.6809,55261.9048,1.1796,8e-4,-4e-4,-0.0012,0.0432,749,-0.0522,-0.347,0.6865,-0.4505,FALSE,FALSE,FALSE,FALSE,Neutral,FALSE,15,20,32.6425,7.2539,30,20.9935,766,-0.8473,-0.2258,-0.1569,0.4444,-0.0037,0.0466,-0.9274,-1.2524,1,0,38.4,No Signal,0.06,9.27,Stable,FALSE,6%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.6126,-14193666.6667,NA,NA,NA,NA,NA,0,-14193666.6667,0,0.6126,394843000,0,16090000,-0.1025,76232000,0,16090000,-0.1025,4.7,14,13,0,25.4,11.3,11.3,50,98.9,12.4,100,9.3,75,50.9,12,50,FALSE,17.4,17.4,Very Weak,Very Weak,FALSE,FALSE,NEUTRAL,Proven,6.7,-0.0037,Balanced,,8.23,-19.23,20.8,8.15,1.046,-5.81,0.6126,8e-4,-0.0842,-0.367,-0.1025,0,0,NA,NA,79765000,$79.8M,N/A,-19.2%,-9.8%,-24.4%,-51.5%,50.9,50.9,12,50.54,0.06,No Signal
